SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200000435; 'D/ ' MODIF 6 -MANTO INST.ELECTRICIDAD, SEGURIDAD DFB 2024/;="01";ABIERTO;="02";MODIFICADO;CT12;Servicios Centralizados;-1014,37;0,00;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200005344;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2024;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62177,64;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200005554; 'D/CORRECCION ERROR CONTABLE ' MANT. INST.ELEC Y SEGDFB 202;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;-62177,64;0,00;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200008778;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62017,64;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200014378;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200016070;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200021609;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200025385;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200029434;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200032013;UTE RADIMER-ALSE DIPUTACION MTNTO. INSTALC.Y SEGURIDAD 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;62072,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200000650;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;6131,55;6131,55;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200000936;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1076,48;1076,48;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200001899;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;62177,64;62177,64;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200003994;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;4011,57;4011,57;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200006330;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;125,44;125,44;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200007095;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;62,71;62,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200008020; 'ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 202;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1138,38;1138,38;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200008412;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;70,71;70,71;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200010029;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1914,50;1914,50;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200014458; 'ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 202;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1277,14;1277,14;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200015261;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1617,39;1617,39;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200015997;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;502,39;502,39;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200016834;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;481,09;481,09;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200018120;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;3730,39;3730,39;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200019449;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;39,23;39,23;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200020010;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;62,73;62,73;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200020841;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;3601,84;3601,84;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200025027; 'ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 202;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;2574,00;2574,00;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200026402;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;4577,39;4577,39;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200026572;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;378,18;378,18;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200028741;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;721,44;721,44;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200030337;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2024/;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;6216,39;6216,39;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200032024;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;7339,27;7339,27;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001174;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220250200032359;ALSE TEC-RADIMER MANTENIMIENTO INST.ELECTRIC Y SEG.DFB 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;7376,24;7376,24;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220230200035221;D  CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-2;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;342254,69;0,00;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200004459;MANTENIMIENTO INSTALACIONES ELECTRICAS Y SEGURIDAD. Enero 20;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200007224;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200009398;INSTALACIONES ELECTRICAS Y SEGURIDAD. Mtto marzo 2025 (ALSE);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200013452;INSTALACIONES ELECTRICAS Y SEGURIDAD ABRIL 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200016895;INSTALACIONES ELECTRICAS Y SEGURIDAD MAYO 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200020838; INSTALACIONES ELECTRICAS Y SEGURIDAD JUNIO (MTO PTVO);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200025975;INSTALACIONES ELECTRICAS Y SEGURIDAD. Julio 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001175;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200032436;CTO CENTR INSTALAC ELECTRICAS Y SEGURIDAD. MTO PREV Agosto 2;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;28521,22;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200004462;ALSE. CENTRALIZADO INST. ELECTRICAS Y SEGURIDAD 24-25 (MTO C;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;25,47;25,47;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200008259;INSTALACIONES ELECTRICAS Y SEGURIDAD.(MTO CORRECTIVO).;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;100,09;100,09;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200011668;ALSE.CENTRALIZADO INST. ELECTRICAS Y SEGURIDAD 24-25 (MTO CO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;2740,01;2740,01;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200013461;CT INSTALAC ELECTRICAS Y SEGURIDAD 24-25 (MTO CORRECTIVO);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;159,95;159,95;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200020815; INSTALACIONES ELECTRICAS Y SEGURIDAD (MTO CORRECTIVO);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;2461,08;2461,08;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200024557;INSTALACIONES ELECTRICAS Y SEGURIDAD (MTO CORRECTIVO);="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;181,45;181,45;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001176;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;CONT220250200025977;CT CENTRALIZADO INSTALACIONES ELECTRICAS Y SEGURIDAD 24-25 (;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;5681,15;5681,15;
