SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200005130;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;343,89;343,89;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200012201;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;702,01;702,01;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200015482;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;37,50;37,50;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200021310;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;4581,90;4581,90;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200026543;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;145,94;145,94;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001882;SUMINISTRO DE MATERIAL ELECTRICO (LOTE 1) ARCHIVO 2023-2024;CONT220250200031398;SUMINISTRO DE MATERIAL ELECTRICO SERVICIO PATRIMONIO CULTURA;="12";DERIV. ACUERDO MARCO;="07";PRÓRROGA;CT11;Suministros Centralizados;592,44;592,44;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200005462;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;289,90;289,90;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200016091;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;40,32;40,32;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200019348;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;14,05;14,05;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200021748;ALMACENES ELECTRICOS VASCONGADOS SA. Mat. electrico con rete;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;1861,74;1861,74;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200026319;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;17,01;17,01;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200029196;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;42,51;42,51;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001892;LOTE 1: MATERIAL ELÉCTRICO;CONT220250200032177;DOK ALMACENES ELECTRICOS VASCONGADOS SA;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;139,98;139,98;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200004745;SGCC-2025/01/31-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;69,45;69,45;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200007253;SGCC-2025/03/11-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;243,06;243,06;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200007308;SGCC-2025/03/11-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;82,50;82,50;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200007731;SGCC-2025/03/11-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;66,83;66,83;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200011391;SGCC-2025/03/25-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;14,30;14,30;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200011809;SGCC-2025/03/25-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;176,18;176,18;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200011810;SGCC-2025/03/25-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;14,29;14,29;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200011883;SGCC-2025/04/07-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;7,03;7,03;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200016064;SGCC-2025/05/20-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;11,41;11,41;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200016065;SGCC-2025/05/20-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;19,71;19,71;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200019753;SGCC-2025/05/09-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;108,89;108,89;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200020812;SGCC-2025/06/05-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;82,98;82,98;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200021258;SGCC-2025/06/17-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;7267,26;7267,26;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200025142;SGCC-2025/07/15-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;14,88;14,88;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200026820;SGCC-2025/07/15-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;69,77;69,77;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200026822;SGCC-2025/07/02-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;15,17;15,17;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200026825;SGCC-2025/07/15-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;83,48;83,48;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001900;SGCC (23/24) L1 MATERIAL ELECTRICO;CONT220250200030145;SGCC-2025/09/03-2023/2024 MATERIAL ELECTRICO  LOTE;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;165,09;165,09;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200002996;MICS-2025/01-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;13259,12;13259,12;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200006782;MICS-2025/02-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;12655,43;12655,43;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200010274;MICS-2025/03-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;12617,61;12617,61;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200014087;MICS-2025/04-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;11050,72;11050,72;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200017943;MICS-2025/05-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;13001,54;13001,54;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200022727;MICS-2025/06-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;16494,58;16494,58;
BFA;DFB;2025;009;ALONSO LOPEZ MARIA SUSANA;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200026850;MICS-2025/07-CE001-ARESTI, CENTRO PSICOLÓGICO TXUR;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;16617,49;16617,49;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200000590;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. ENER;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;415283,71;415283,71;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200005365;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. FEBR;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;420507,50;420507,50;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200011831;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. MARZ;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;439664,58;439664,58;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200014162;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. ABRI;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;450907,23;450907,23;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200016688;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. MAYO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;467982,64;467982,64;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200024517;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. JUNI;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;460453,96;460453,96;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200026761;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. JULI;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;443276,05;443276,05;
BFA;DFB;2025;009;ALSE SEGURIDAD SA;SEGURTASUNA;SEGURIDAD;ADMIN20240300000497;VIGILANCIA Y SEGURIDAD DE LOCALES Y EDIFICIOS DE LA DFB 2025;CONT220250200031182;ALSE SEGURIDAD, S.A. SERVICIO VIGILANCIA Y SEGUR D.F.B. AGOS;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;443276,05;443276,05;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ALOKATU ERAIK. INSTALAZIO ONDASUN ETA ZERB HOBEK;MEJORA E INCORP BIENES, SERV INSTAL, OBRAS EDIF AJ;ADMIN20230300001232;MANTENIM INSTALACIONES ELECTRICAS Y DE SEGURIDAD 24/25;CONT220250200027450;SGCC-2025/06/19-CT INST ELECTR Y SEGURIDAD (OBRAS;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;23789,17;23789,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ALOKATU ERAIK. INSTALAZIO ONDASUN ETA ZERB HOBEK;MEJORA E INCORP BIENES, SERV INSTAL, OBRAS EDIF AJ;ADMIN20230300001232;MANTENIM INSTALACIONES ELECTRICAS Y DE SEGURIDAD 24/25;CONT220250200027869;SGCC-2025/07/28-CT INST ELECTR Y SEGURIDAD (OBRAS;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;1663,37;1663,37;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220230200035176;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;2173,49;0,00;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200000618;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200005147;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200009283;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200012654;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200015968;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200020862;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200025936;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001149;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;CONT220250200030381;MANTENIMIENTO INSTALACIONES ELÉCTRICAS Y SEGURIDAD DFB. FIJO;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;181,17;
BFA;DFB;2025;009;ALSE TECNOLOGIA SL-RADIMER SERVICIOS ENERGETICOS SL UTE LEY;ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK;EDIFICIOS Y OTRAS CONSTRUCCIONES;ADMIN20230300001173;MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2025 P.;CONT220230200035161; 'D ' MANTENIMIENTO INST.ELECTRICIDAD Y SEGURIDAD DFB 2024/2;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;746131,24;0,00;
